id_Artigo,DescArtigo,Dimensao,StockAtual,Tipo
3231,FISHTAILED,40,0,Flex
3232,REFLECTANCE,41,0,Flex
3233,LEGALESES,42,0,Flex
3234,UNWORKABLE,43,0,Flex
3235,NOTIONAL,44,0,Flex
3236,GRASPABLE,45,0,Flex
3237,HOCKER,46,0,Flex
3238,PACKAGED,47,0,Flex
3240,HEATH,39,15,Foam
3241,TISSUED,40,70,Foam
3242,TEMPESTUOUSLY,41,56,Foam
3243,METALLOGRAPHICALLY,42,93,Foam
3244,TILDES,43,135,Foam
3245,NUMERAL,44,131,Foam
3246,BLEATERS,45,30,Foam
3247,TILLANDSIA,46,79,Foam
3248,IMPROVISING,47,14,Foam
3249,JACARANDAS,48,5,Foam
3251,GEODES,39,0,Flex
3252,ARTIODACTYL,40,4,Flex
3253,JUNCOES,41,1,Flex
3254,REMAINDERS,42,7,Flex
3255,CHEVALIERS,43,7,Flex
3256,AGLITTER,44,0,Flex
3257,ANONYM,45,0,Flex
3258,CITATIONAL,46,0,Flex
3259,CONCOCTS,47,1,Flex
3260,CRUPPER,48,0,Flex
3262,PULPINESS,39,20,Flex
3263,POTBELLIES,40,46,Flex
3264,SPAVIN,41,50,Flex
3265,OXBLOOD,42,119,Flex
3266,PSYCHOTOMIMETICALLY,43,114,Flex
3267,CASINOS,44,71,Flex
3268,BEHELD,45,41,Flex
3269,OVERACTING,46,13,Flex
3270,SCRIVING,47,8,Flex
3271,RIGOROUSLY,48,6,Flex
3273,SIMULATING,39,0,Foam
3274,PROSEMINAR,40,0,Foam
3275,CASTRATORS,41,0,Foam
3276,APPENDICULAR,42,0,Foam
3277,HYDROGENS,43,0,Foam
3278,SQUAWK,44,0,Foam
3279,WIGGERIES,45,0,Foam
3280,PERMISSION,46,3,Foam
3281,DEVOURER,47,11,Foam
3283,HEADHUNTERS,39,0,Foam
3284,PORTABLE,40,0,Foam
3285,EARTH,41,0,Foam
3286,EMBOWERED,42,0,Foam
3287,DRILLING,43,0,Foam
3288,ROUNDABOUTNESS,44,0,Foam
3289,SORGHUM,45,0,Foam
3290,NEATEN,46,0,Foam
3291,FORMALINS,47,0,Foam
3293,INTANGIBILITY,35,18,Flex
3294,EMISSARIES,36,41,Flex
3295,TUNEABLE,37,56,Flex
3296,DECOLONIZES,38,118,Flex
3297,DEPUTIZED,39,100,Flex
3298,RATIONALE,40,43,Flex
3299,ESCUDO,41,76,Flex
3300,TICISM,42,48,Flex
3301,VELAMINA,43,23,Flex
3302,SPECIAL,44,22,Flex
3303,SPIROID,45,8,Flex
3304,PROTOPLAST,46,3,Flex
3305,PEAKY,47,3,Flex
3307,DISUBSTITUTED,35,0,Flex
3308,SENDER,36,10,Flex
3309,OVERSLEEPS,37,6,Flex
3310,BRANDS,38,19,Flex
3311,PARASYNTHETIC,39,20,Flex
3312,DANCELIKE,40,13,Flex
3313,COLUMNIZATION,41,9,Flex
3314,MONGOLIANISM,42,7,Flex
3315,VESTURING,43,8,Flex
3316,ENAMORING,44,2,Flex
3317,EXPORTATION,45,4,Flex
3318,ABSOLUTES,46,2,Flex
3319,NAUTCH,47,0,Flex
3322,GRUMPINESS,39,0,Flex
3323,DRAPERS,40,0,Flex
3324,APPEALINGLY,41,0,Flex
3325,INTERCALATING,42,0,Flex
3326,LYREBIRDS,43,0,Flex
3327,PRECIPITANTNESS,44,0,Flex
3328,MICROINCH,45,0,Flex
3329,SALUTER,46,0,Flex
3330,TROMP,47,0,Flex
3331,SOPHISTICATE,35,0,Flex
3332,REATTACHMENTS,36,0,Flex
3333,MOLDY,37,0,Flex
3334,BOUCLE,38,0,Flex
3335,PREFIXAL,39,0,Flex
3336,HYPOTONICALLY,40,0,Flex
3337,GRAVITY,41,0,Flex
3338,REALISM,42,0,Flex
3339,ANTIPOLE,43,0,Flex
3340,ADHESIVENESS,44,0,Flex
3341,AMENDMENTS,45,0,Flex
3342,LEARNINGS,46,0,Flex
3343,COADUNATES,47,0,Flex
3344,REGENERATES,48,0,Flex
3345,UNPROJECTED,49,0,Flex
3346,CENTRUMS,50,0,Flex
3347,BOMBASTIC,51,0,Flex
3348,TONSURES,52,0,Flex
3350,PLAINTEXT,36,0,Flex
3351,TREPHINATION,37,0,Flex
3352,DENSITOMETRIC,38,0,Flex
3353,CIRQUES,39,0,Flex
3354,VAPORLIKE,40,0,Flex
3355,KNEAD,41,0,Flex
3356,OURSELF,42,0,Flex
3357,NODULATION,43,0,Flex
3358,SETUPS,44,0,Flex
3359,DISENGAGEMENT,45,0,Flex
3360,CARICATURAL,46,0,Flex
3361,OUTMOST,47,0,Flex
3363,ALIZARINS,36,0,Flex
3364,PURTENANCE,37,0,Flex
3365,ENQUIRIES,38,0,Flex
3366,TRANSLITERATIONS,39,0,Flex
3367,PRELIMS,40,0,Flex
3368,BANQUETTE,41,0,Flex
3369,TECHNOLOGISTS,42,0,Flex
3370,NEBULOUSLY,43,0,Flex
3371,TRIANGULATION,44,0,Flex
3372,OVERFATIGUES,45,0,Flex
3373,VICIOUSNESS,46,0,Flex
3374,MOTORISTS,47,0,Flex
3376,UNSHIP,36,16,Flex
3377,DENDROLOGICAL,37,39,Flex
3378,MITZVAH,38,49,Flex
3379,BORAK,39,40,Flex
3380,FATHERLIKE,40,70,Flex
3381,HYDROFOILS,41,97,Flex
3382,SAPROPHYTES,42,175,Flex
3383,DEIFIER,43,248,Flex
3384,CAPRICE,44,109,Flex
3385,ACCLIMATES,45,69,Flex
3386,OVERBIDS,46,54,Flex
3387,NEUTRALIZING,47,20,Flex
3389,PEYOTE,35,0,Flex
3390,BEGONIAS,36,0,Flex
3391,STUNTING,37,0,Flex
3392,OFFICERED,38,0,Flex
3393,KEYPADS,39,0,Flex
3394,TROUBLING,40,0,Flex
3395,IMPERFORATE,41,0,Flex
3396,EXPOSE,42,0,Flex
3397,JINXING,43,0,Flex
3398,KINDREDNESS,44,0,Flex
3399,INSTRUMENTALLY,45,0,Flex
3400,APPLICANTS,46,0,Flex
3401,KITHARA,47,0,Flex
3403,ALKALINIZED,36,0,Flex
3404,ROSTRUM,37,0,Flex
3405,REPUTE,38,0,Flex
3406,FEAZE,39,0,Flex
3407,DOTER,40,0,Flex
3408,OVERGROWTH,41,0,Flex
3409,POSTTENSION,42,0,Flex
3410,MEMBRANOUS,43,0,Flex
3411,GUESSERS,44,0,Flex
3412,AMORPHOUSLY,45,0,Flex
3413,QUASISTATIONARY,46,0,Flex
3414,UNDERCARRIAGE,47,0,Flex
3416,STAGING,35,0,Flex
3417,MARTYROLOGIST,36,8,Flex
3418,TRABEATION,37,9,Flex
3419,PSYCHOANALYSIS,38,18,Flex
3420,PUNNY,39,40,Flex
3421,GALACTOPYRANOSIDE,40,51,Flex
3422,BLATHERSKITES,41,84,Flex
3423,INSEMINATORS,42,176,Flex
3424,SLIPCOVER,43,144,Flex
3425,RECTO,44,74,Flex
3426,FOIBLE,45,42,Flex
3427,CHEDDARS,46,21,Flex
3428,ATTRACTIVITY,47,12,Flex
3430,ABSOLVABLE,36,12,Flex
3431,LOUSEWORT,37,14,Flex
3432,RUNABOUT,38,19,Flex
3433,BRICKLAYERS,39,25,Flex
3434,AURAS,40,47,Flex
3435,STRYCHNINIZES,41,89,Flex
3436,HANDLED,42,107,Flex
3437,REVIVALIZE,43,74,Flex
3438,KILOLITERS,44,88,Flex
3439,HEIRDOM,45,59,Flex
3440,QUINTICS,46,26,Flex
3441,FUNGI,47,20,Flex
3443,ULTRAMONTANISM,35,0,Flex
3444,CAGING,36,0,Flex
3445,RATIONALES,37,0,Flex
3446,SPALLABLE,38,0,Flex
3447,THRESHES,39,0,Flex
3448,MISBECOMING,40,0,Flex
3449,CURLY,41,0,Flex
3450,OPTIMIZATION,42,0,Flex
3451,SHOVELLING,43,0,Flex
3452,NAMELESS,44,0,Flex
3453,SENSORY,45,0,Flex
3454,ROSINS,46,0,Flex
3455,QUITE,47,0,Flex
3457,OUTFIT,35,0,Flex
3458,DELEING,36,0,Flex
3459,APPRISER,37,0,Flex
3460,HUNTS,38,0,Flex
3461,CONTRADICTORY,39,0,Flex
3462,CUTLAS,40,0,Flex
3463,LACERATIVE,41,0,Flex
3464,POPULOUSLY,42,0,Flex
3465,ALUMIN,43,0,Flex
3466,PATRISTICS,44,0,Flex
3467,UNBRUTIZES,45,0,Flex
3468,PINDLING,46,0,Flex
3469,BLITHENESS,47,0,Flex
3471,BLUECAP,35,0,Flex
3472,ARRIVISTE,36,0,Flex
3473,MELANITIC,37,0,Flex
3474,WIPER,38,0,Flex
3475,FURIOSO,39,0,Flex
3476,HEADBOARDS,40,0,Flex
3477,COMPARERS,41,0,Flex
3478,FLENSE,42,0,Flex
3480,TILING,35,0,Flex
3481,INTEMPERANCE,36,0,Flex
3482,OZONIFEROUS,37,0,Flex
3483,SUCCUMBERS,38,0,Flex
3484,MOONSHINED,39,0,Flex
3485,DECOMPENSATE,40,9,Flex
3486,UNICYCLIST,41,2,Flex
3487,VOYAGING,42,0,Flex
3488,GARTERS,43,0,Flex
3489,GLYCINE,44,168,Flex
3490,KINGS,45,79,Flex
3491,SHADOWIER,46,122,Flex
3492,MIGGS,47,46,Flex
3494,WHACKY,35,0,Flex
3495,MERCANTILIST,36,0,Flex
3496,CHUCKY,37,0,Flex
3497,LOWLIFES,38,0,Flex
3498,ELECTRONEGATIVE,39,0,Flex
3499,BLUELY,40,0,Flex
3500,BLADDERY,41,0,Flex
3501,TIDELANDS,42,0,Flex
3502,DOLLARS,43,0,Flex
3503,INTRAVENOUS,44,0,Flex
3504,SUSCEPTIBLY,45,0,Flex
3505,MACLED,46,0,Flex
3506,RINSED,47,0,Flex
3508,SHRIEK,35,0,Flex
3509,HYPNOGENESIS,36,0,Flex
3510,FEATHERED,37,0,Flex
3511,DEMITASSE,38,0,Flex
3512,ELECTRICITIES,39,0,Flex
3513,CAESURAS,40,0,Flex
3514,CLEARED,41,0,Flex
3515,VERTICALS,42,0,Flex
3516,NORMOTENSIVE,43,0,Flex
3517,GANNETS,44,0,Flex
3518,UNANTICIPATEDLY,45,0,Flex
3519,INTERPRETATIONAL,46,0,Flex
3520,BLARE,47,0,Flex
3522,OBSTRUCTION,35,16,Flex
3523,ENDOPLASM,36,16,Flex
3524,PENTARCH,37,8,Flex
3525,MUSHINESS,38,14,Flex
3526,NIGHTER,39,24,Flex
3527,PENTANGLE,40,19,Flex
3528,MISGIVINGLY,41,27,Flex
3529,LAMPOONING,42,37,Flex
3530,CYBERNETICIST,43,46,Flex
3531,THRIFTILY,44,28,Flex
3532,TICKSEED,45,45,Flex
3533,DIMETHYL,46,19,Flex
3534,ALFRESCO,47,16,Flex
3537,COMBINABILITY,39,0,Flex
3538,WOODSMAN,40,0,Flex
3539,ARTERIOSCLEROSES,41,0,Flex
3540,KIDLESS,42,0,Flex
3541,TOUCHHOLE,43,0,Flex
3542,CORNBREAD,44,0,Flex
3543,UNINVITINGLY,45,0,Flex
3544,ASSIMILATORY,46,0,Flex
3545,DISSONANCES,47,0,Flex
3546,MEMORIALIZERS,MIGRACAO,0,Flex
3547,IMMISCIBILITY,35,0,Flex
3548,EMULSIFIERS,36,0,Flex
3549,AGITPROP,37,0,Flex
3550,UNRATED,38,0,Flex
3551,SICKS,39,0,Flex
3552,NONMYSTICAL,40,0,Flex
3553,SPROUT,41,0,Flex
3554,ABSURDLY,42,0,Flex
3555,INTERMIXING,43,0,Flex
3556,FERTILE,44,0,Flex
3557,VOLUMES,45,0,Flex
3558,SPINNERS,46,0,Flex
3559,FEATHERBEDDED,47,0,Flex
3560,UNFAIRER,48,0,Flex
3561,CATERESS,49,0,Flex
3562,MANIFESTANT,50,0,Flex
3563,FLATTOP,51,0,Flex
3564,DEBASE,52,0,Flex
3566,FLUKING,35,3,Flex
3567,ANTIHEMOPHILIC,36,6,Flex
3568,BOOKISH,37,10,Flex
3569,CLASSMATES,38,9,Flex
3570,SELECTNESS,39,3,Flex
3571,IMBIBITIONS,40,5,Flex
3572,GIRDERS,41,3,Flex
3573,TEMPORAL,42,7,Flex
3574,WEANER,43,20,Flex
3575,COTTONTAILS,44,10,Flex
3576,KENDO,45,13,Flex
3577,PINKIES,46,6,Flex
3578,DIABOLIZING,47,4,Flex
3579,HADRON,48,3,Flex
3582,GALLOWS,38,0,Flex
3583,MENACER,39,0,Flex
3584,MICROSTATES,40,0,Flex
3585,HYDROXYPROLINE,41,0,Flex
3586,FLAMENCO,42,0,Flex
3587,BARBAROUSNESS,43,0,Flex
3588,DIARISTS,44,0,Flex
3589,OBSCURING,45,0,Flex
3590,PURSUIVANT,46,0,Flex
3591,DEFUZES,47,0,Flex
3592,FOXHOLES,35,0,Flex
3593,PROVERBIALIZES,36,0,Flex
3594,BUTTERFINGERED,37,0,Flex
3595,FRENCHWOMEN,38,0,Flex
3596,HOLOHEDRAL,39,0,Flex
3597,SUPERSONICS,40,0,Flex
3598,RESAIL,41,0,Flex
3599,PERUSE,42,0,Flex
3600,TWELVE,43,0,Flex
3601,LIFEBUOY,44,0,Flex
3602,FLATTEST,45,0,Flex
3603,CENTERBOARDS,46,0,Flex
3604,DISCOGRAPHIES,47,0,Flex
3605,MISDEALT,48,0,Flex
3606,INTENSIVES,49,0,Flex
3607,PYROXENIC,50,0,Flex
3608,SUBEDITORIAL,51,0,Flex
3609,SPAREST,52,0,Flex
3611,PROLOGING,37,0,Flex
3612,REWELDS,38,0,Flex
3613,INVULNERABLE,39,12,Flex
3614,ENCEPHALOMYELITIS,40,10,Flex
3615,SHEEPISHLY,41,15,Flex
3616,SEMIFICTIONAL,42,56,Flex
3617,WINDWAY,43,80,Flex
3618,SILTED,44,17,Flex
3619,SKELTERED,45,6,Flex
3620,BRIGHTENING,46,1,Flex
3621,DUSTLESS,47,5,Flex
3624,JUSTICIABILITY,37,0,Flex
3625,NODAL,38,0,Flex
3626,BIBLIOLOGY,39,0,Flex
3627,PROLONGATION,40,0,Flex
3628,SCINTILLOMETER,41,0,Flex
3629,PLAITS,42,0,Flex
3630,SHELTERBELT,43,0,Flex
3631,OXEYE,44,0,Flex
3632,TRANSISTORIZES,45,0,Flex
3633,OVIFORM,46,0,Flex
3634,JEOPARDIZES,47,0,Flex
3636,SPOOLERS,39,0,Flex
3637,DEMAGNETIZED,40,0,Flex
3638,ENDOGENOUS,41,0,Flex
3639,WORKBAG,42,0,Flex
3640,VIEWERS,43,0,Flex
3641,PHOSPHORITIC,44,0,Flex
3642,DELIMITER,45,0,Flex
3643,ILLIMITABILITY,46,0,Flex
3644,OVEREXERCISE,47,0,Flex
3647,THICKETED,38,0,Flex
3648,HUNGRINESS,39,0,Flex
3649,FLAPPER,40,0,Flex
3650,NEOGLYCOLIPID,41,0,Flex
3651,HYPERSENSITIZE,42,0,Flex
3652,BAKER,43,0,Flex
3653,UNDERMINED,44,0,Flex
3654,MILITANCES,45,0,Flex
3655,PRAWNER,46,0,Flex
3656,PROSTAGLANDIN,47,0,Flex
3657,SMITTEN,MIGRACAO,0,Flex
3658,PREVISION,35,0,Flex
3659,PROLETARIAT,36,0,Flex
3660,JEOPARDIZED,37,0,Flex
3661,SATIATE,38,0,Flex
3662,TURTLEDOVE,39,0,Flex
3663,DEACONED,40,0,Flex
3664,ANGLOPHILES,41,0,Flex
3665,HALVAHS,42,0,Flex
3666,SCHWAS,43,0,Flex
3667,CHOREOGRAPHERS,44,0,Flex
3668,WORSHIPFULNESS,45,0,Flex
3669,RELINQUISHED,46,0,Flex
3670,VENDEE,47,0,Flex
3671,NIGHTMEN,48,0,Flex
3672,RECONFIGURABILITY,49,0,Flex
3673,SLITHERED,50,0,Flex
3674,STATIST,51,0,Flex
3675,LACINIATE,52,0,Flex
3676,ARSENIDES,MIGRACAO,0,Flex
3678,TUBERS,36,0,Foam
3679,INVOCATED,37,0,Foam
3680,BOOKCASE,38,0,Foam
3681,CREASIER,39,0,Foam
3682,ELICITATION,40,0,Foam
3683,IODOAMINO,41,0,Foam
3684,BITTERS,42,0,Foam
3685,HARPING,43,0,Foam
3686,MONOGAMIES,44,0,Foam
3687,VOUCHEES,45,0,Foam
3688,BESEEM,46,0,Foam
3689,SIGNIFICANTLY,47,0,Foam
3691,AIRFRAME,36,0,Foam
3692,MUGGILY,37,0,Foam
3693,OXYGENIZEMENTS,38,0,Foam
3694,MOATED,39,0,Foam
3695,DANDLES,40,0,Foam
3696,REDEFINE,41,0,Foam
3697,ADJUSTED,42,0,Foam
3698,HATCHMENTS,43,0,Foam
3699,DENSITY,44,0,Foam
3700,DISJOINED,45,0,Foam
3701,FOREFEEL,46,0,Foam
3702,TINTINNABULATIONS,47,0,Foam
3704,GLOSS,36,20,Foam
3705,YARDSTICKS,37,14,Foam
3706,RAMPAGERS,38,26,Foam
3707,DREAM,39,20,Foam
3708,BREAMS,40,86,Foam
3709,AXIOMATICALLY,41,77,Foam
3710,PARTIALLY,42,31,Foam
3711,EQUIMOLAL,43,48,Foam
3712,THUMBHOLE,44,44,Foam
3713,DEPENDENCIES,45,12,Foam
3714,OLIGOCLASE,46,12,Foam
3715,EBULLITION,47,5,Foam
3717,LANDFILLS,39,0,Flex
3718,CARTOGRAPHER,40,0,Flex
3719,POLLED,41,0,Flex
3720,STEREOTYPE,42,0,Flex
3721,SIGNALIZE,43,0,Flex
3722,BAREST,44,0,Flex
3723,CUDGELINGS,45,0,Flex
3724,SUBSIDERS,46,0,Flex
3725,UNPHILOSOPHIZES,47,0,Flex
3727,BULLNECK,36,0,Flex
3728,EGESTIVE,37,0,Flex
3729,PHARMACISTS,38,0,Flex
3730,RUSTY,39,0,Flex
3731,ANTIMONIOUS,40,0,Flex
3732,ADENOIDS,41,0,Flex
3733,RADIOTELEPHONIC,42,0,Flex
3734,DATELINING,43,0,Flex
3735,SANDARAC,44,0,Flex
3736,EXCITON,45,0,Flex
3737,OUTCROPS,46,0,Flex
3738,BOBBERY,47,0,Flex
3740,PSYCHOANALYZE,39,0,Foam
3741,ENWREATHE,40,0,Foam
3742,TASTER,41,0,Foam
3743,AIDLESS,42,0,Foam
3744,CORVETTE,43,0,Foam
3745,OPTIONEES,44,0,Foam
3746,CEDULAS,45,0,Foam
3747,FLUTED,46,0,Foam
3748,ALKALIZES,47,0,Foam
3750,RECUPERATE,39,0,Foam
3751,DISFUNCTION,40,0,Foam
3752,THINKER,41,0,Foam
3753,REQUISITIONERS,42,0,Foam
3754,HEARTHS,43,0,Foam
3755,INVECTIVENESS,44,0,Foam
3756,EDITORIALIZERS,45,0,Foam
3757,RAILBIRDS,46,0,Foam
3758,SQUASH,47,0,Foam
3760,WHALINGS,39,0,Foam
3761,OUTGREW,40,0,Foam
3762,WIREWORMS,41,0,Foam
3763,LAICIZATIONS,42,0,Foam
3764,EXPRESSLY,43,0,Foam
3765,OBSESSIVELY,44,0,Foam
3766,ENDBRAIN,45,0,Foam
3767,CROSSLINK,46,0,Foam
3768,AGGRANDIZEMENT,47,0,Foam
3770,VINBLASTINE,39,0,Foam
3771,TOURBILLON,40,0,Foam
3772,HASTENER,41,0,Foam
3773,ANTIOXIDIZERS,42,0,Foam
3774,VICARSHIP,43,0,Foam
3775,MUSHIEST,44,0,Foam
3776,TYPEFACE,45,0,Foam
3777,ASPERSERS,46,0,Foam
3778,AERONAUTIC,47,0,Foam
3780,SOUGHING,36,8,Foam
3781,PURSED,37,23,Foam
3782,BLEACHED,38,22,Foam
3783,WRISTIEST,39,56,Foam
3784,TUMULTUOUS,40,72,Foam
3785,MEGAPHONES,41,95,Foam
3786,CLAVICHORDISTS,42,108,Foam
3787,ENCOMPASSING,43,119,Foam
3788,FELLOWMEN,44,112,Foam
3789,SAHUAROS,45,66,Foam
3790,LUNARIA,46,43,Foam
3791,OVERINVESTING,47,12,Foam
3792,SARDONICALLY,48,0,Foam
3793,PROMETHIUM,49,0,Foam
3795,BODINGLY,39,22,Foam
3796,EXCESSIVE,40,18,Foam
3797,HUTMENTS,41,30,Foam
3798,REFECTORIES,42,50,Foam
3799,PAINFULNESS,43,65,Foam
3800,FAREWELLED,44,51,Foam
3801,UNDERWOUND,45,14,Foam
3802,FEAST,46,32,Foam
3803,CURRENTLY,47,25,Foam
3804,EYEPOINT,48,13,Foam
3806,SUPPORTABLE,37,13,Foam
3807,SUBURBANIZATION,38,12,Foam
3808,SAXONIES,39,19,Foam
3809,STATUSES,40,80,Foam
3810,MICROTOMY,41,104,Foam
3811,DEMONSTRATORS,42,46,Foam
3812,PUCKERERS,43,23,Foam
3813,NODDY,44,8,Foam
3814,OVEREAGERLY,45,17,Foam
3816,MARGINATION,36,3,Foam
3817,WRINKLIER,37,3,Foam
3818,MUTAGENICALLY,38,8,Foam
3819,SHALED,39,14,Foam
3820,INFRINGEMENT,40,21,Foam
3821,ABBREVIATORS,41,20,Foam
3822,TEREDINES,42,18,Foam
3823,DRIPPIEST,43,13,Foam
3824,FLUNKEYS,44,0,Foam
3825,GROSSLY,45,0,Foam
3826,CHIEFTAINSHIPS,46,1,Foam
3827,REBUTTABLY,47,3,Foam
3829,TECHNIQUE,39,-2,Foam
3830,DRAFTINESS,40,-3,Foam
3831,MEMORIALIZES,41,-4,Foam
3832,FORENAMED,42,-4,Foam
3833,HYPOCHONDRIA,43,-5,Foam
3834,URGING,44,-5,Foam
3835,TESTINESS,45,-5,Foam
3836,HALBERD,46,-4,Foam
3837,THEREOUT,47,-3,Foam
3838,QUADRICS,48,0,Foam
3841,EVOLUTION,36,0,Flex
3842,MATURING,37,0,Flex
3843,LENGTHENER,38,0,Flex
3844,DIGITS,39,0,Flex
3845,ENCAGE,40,0,Flex
3846,TRUCULENCE,41,0,Flex
3847,CURSE,42,0,Flex
3848,BICKERED,43,0,Flex
3849,SNIVELER,44,0,Flex
3850,OMBUDSPERSON,45,0,Flex
3851,EXPORTER,46,0,Flex
3852,SUBVERTERS,47,0,Flex
3854,CONTAINABLE,36,0,Flex
3855,FANJET,37,0,Flex
3856,ATTEND,38,0,Flex
3857,AUDIOTAPE,39,0,Flex
3858,TANTALIZED,40,0,Flex
3859,UNENROLLED,41,0,Flex
3860,PRODUCTIZE,42,0,Flex
3861,CODOMAIN,43,0,Flex
3862,UGLIFIES,44,0,Flex
3863,THORNBUSH,45,0,Flex
3864,OBSESSED,46,0,Flex
3865,ACTIONIZES,47,0,Flex
3866,THICKENS,35,0,Flex
3867,EMPERORSHIP,36,0,Flex
3868,PANDERIZE,37,0,Flex
3869,REDRAW,38,0,Flex
3870,TURKS,39,0,Flex
3871,PENETROMETER,40,0,Flex
3872,EYELETTING,41,0,Flex
3873,INTRADEPARTMENTAL,42,0,Flex
3874,CHAFFER,43,0,Flex
3875,CHERENKOV,44,0,Flex
3876,LOCALIZES,45,0,Flex
3877,HUMANIZE,46,0,Flex
3878,AMARANTHINE,47,0,Flex
3879,ASTRONOMIC,48,0,Flex
3880,JAZZES,49,0,Flex
3881,UNHARNESSED,50,0,Flex
3882,PETALLED,51,0,Flex
3883,CARDINALATE,52,0,Flex
3884,EVERTORS,MIGRACAO,0,Flex
3886,PREINDUSTRIAL,39,9,Foam
3887,HOWLED,40,15,Foam
3888,DIMENSIONALITY,41,29,Foam
3889,POLARIZABLES,42,58,Foam
3890,STANDBY,43,86,Foam
3891,FLEXED,44,68,Foam
3892,AERIFYING,45,37,Foam
3893,RUING,46,42,Foam
3894,INOFFENSIVENESS,47,24,Foam
3895,MALCONTENTS,48,11,Foam
3897,PERCEPTS,38,0,Foam
3898,TOURISMS,39,4,Foam
3899,DESOLATING,40,16,Foam
3900,HERBIVOROUS,41,16,Foam
3901,PITCHMAN,42,24,Foam
3902,OUTDOOR,43,3,Foam
3903,GRANDMAS,44,12,Foam
3904,THUNDERSTORM,45,52,Foam
3905,VEILS,46,11,Foam
3906,YEASTING,47,12,Foam
3907,HYPHENIZATION,48,12,Foam
3909,APOCYNTHION,37,0,Foam
3910,SPALLS,38,0,Foam
3911,POLISHERS,39,0,Foam
3912,ANCHORITICALLY,40,0,Foam
3913,SPIKING,41,0,Foam
3914,LIBELLOUSLY,42,0,Foam
3915,RESORPTION,43,0,Foam
3916,MIDRIFF,44,0,Foam
3917,SKYSCRAPING,45,0,Foam
3919,PERFORMATORY,36,0,Foam
3920,FUTURISTS,37,3,Foam
3921,LINTEL,38,2,Foam
3922,APPROVALS,39,0,Foam
3923,VALUER,40,0,Foam
3924,TERMINING,41,0,Foam
3925,OVERBOOKS,42,4,Foam
3926,PANEGYRISTS,43,0,Foam
3927,MULTISTATIC,44,2,Foam
3928,ADMINISTRATIONAL,45,0,Foam
3929,PHAETON,46,5,Foam
3930,SAUGER,47,5,Foam
3933,SINISTRALLY,36,0,Flex
3934,PRECONIZER,37,0,Flex
3935,SOLILOQUY,38,0,Flex
3936,GALLY,39,0,Flex
3937,EARING,40,0,Flex
3938,DEVONIAN,41,0,Flex
3939,FORESHOWED,42,0,Flex
3940,VACATING,43,0,Flex
3941,DRAGOONS,44,0,Flex
3942,OXTER,45,0,Flex
3943,CUBISTS,46,0,Flex
3944,SQUIRMY,47,0,Flex
3945,CORROBORATIVELY,MIGRACAO,0,Flex
3946,EVICTOR,35,0,Flex
3947,CREATOR,36,0,Flex
3948,EMBRYO,37,0,Flex
3949,RANDOMIZE,38,0,Flex
3950,WANING,39,0,Flex
3951,NONPOLARIZED,40,0,Flex
3952,ANALYST,41,0,Flex
3953,ENCLASP,42,0,Flex
3954,TENSION,43,0,Flex
3955,TRAILHEADS,44,0,Flex
3956,OVERPAYS,45,0,Flex
3957,PHOTOLITHOGRAPHICALLY,46,0,Flex
3958,LIFTABLE,47,0,Flex
3959,EXAMINATIONAL,48,0,Flex
3960,GIBBER,49,0,Flex
3961,INVENT,50,0,Flex
3962,HONESTER,51,0,Flex
3963,CONGRATULATING,52,0,Flex
3964,EMBOLDEN,MIGRACAO,0,Flex
3966,CLASSING,39,32,Foam
3967,DIAGNOMETER,40,57,Foam
3968,COMMUTATING,41,106,Foam
3969,PRESENTATIONS,42,146,Foam
3970,HEREAWAYS,43,195,Foam
3971,DYNAMISMS,44,154,Foam
3972,NOTORIETY,45,73,Foam
3973,DYSENTERIC,46,74,Foam
3974,PREROGATIVED,47,57,Foam
3975,BLUNDER,48,27,Foam
3977,STROMAL,39,9,Foam
3978,CENTUPLE,40,20,Foam
3979,RAPTEST,41,51,Foam
3980,EXPROPRIATED,42,45,Foam
3981,IMPETRATIONS,43,36,Foam
3982,ENAMELIST,44,30,Foam
3983,FEIST,45,36,Foam
3984,POPEYE,46,27,Foam
3985,CRUMBLED,47,34,Foam
3986,STINTED,48,22,Foam
3988,TUNEFULNESS,36,0,Flex
3989,SADDLETREE,37,0,Flex
3990,DEFROCKS,38,0,Flex
3991,REDISTRIBUTIVE,39,0,Flex
3992,SENATORS,40,0,Flex
3993,UNDISPLAYED,41,0,Flex
3994,WASHY,42,0,Flex
3995,MATHEMATIZATION,43,0,Flex
3996,SUPERNATANT,44,0,Flex
3997,INNARD,45,0,Flex
3998,ULTRASPECIALIZATIONS,46,0,Flex
3999,TECHNICIANS,47,0,Flex
4001,BAPTISTERY,33,27,Flex
4002,ANCIENTNESS,34,25,Flex
4003,PALPITATIONS,35,19,Flex
4004,FATIGUINGLY,36,16,Flex
4005,REDRESS,37,13,Flex
4006,YARDSTICK,38,2,Flex
4007,SAWHORSE,39,37,Flex
4008,PARAPHRASERS,40,20,Flex
4009,SHOTTEN,41,43,Flex
4010,ALLEMAND,42,43,Flex
4011,RUNROUNDS,43,43,Flex
4012,MAMMAL,44,24,Flex
4013,SEQUENTIALIZING,45,16,Flex
4014,WORTHING,46,63,Flex
4015,UNGALLANTLY,47,27,Flex
4017,BLENCHINGLY,35,4,Flex
4018,MENFOLK,36,16,Flex
4019,BICENTENNIAL,37,30,Flex
